Name,Play
Jack Burke,walked (3-1 BBBSB).
Jack Pistner,"homered, 2 RBI (1-1 BS); J. Burke scored."
Adam Hicks,grounded out to p (2-2 BSSB).
Will Stellato,fouled out to 1b (2-1 BSB).
Jack Pistner,to 1b.
Alexey Stout,to 2b for K. Clausius.
Robert Murphy,walked (3-1 BSBBB).
Brendan Laqui,hit by pitch (0-1 F); R. Murphy advanced to second.
Matthew Vivona,"popped into double play p to 2b, bunt (0-0); B. Laqui out on the play."
Jack Burke,walked (3-0 BBBB); D. Preziuso advanced to second; R. Murphy advanced to third.
Jack Pistner,struck out swinging (0-2 SFS).
Jack Passeck,to p for T. Lizell.
Adam Hicks,grounded into double play ss to 2b to 1b (1-1 SB); T. Neels out on the play.
Liam Gregory,pinch hit for W. Stellato.
Liam Gregory,grounded out to 2b (1-1 SB).
Jack Burke,grounded out to p (0-0).
Jack Pistner,grounded out to 2b (0-2 KK).
Connor Stewart,to p for Francesconi.
Adam Hicks,walked (3-2 BBBKSB).
Matt Nichols,flied into double play rf to 2b (0-0); K. Clausius out on the play.
Adam Hicks,"out at second c to ss, caught stealing."
Ryan Wootten,to p for C. Stewart.
Robert Murphy,struck out looking (3-2 KFBBBK).
Brian Andersen,reached on a dropped fly by cf (3-2 BKBKFFBFF).
Jack Burke,"grounded out to 3b, SAC (1-0 B); D. Preziuso advanced to second; M. Levant advanced to third."
Jack Pistner,walked (3-2 KFBBBFB).
Zach Klein,to p for R. Wootten.
Adam Hicks,grounded out to 1b unassisted (3-2 FBBBK).
Matt Nichols,grounded out to p (1-1 KB).
Robert Murphy,flied out to rf (3-2 KKBBFB).
Brian Andersen,hit by pitch (2-0 BB).
Jack Burke,"homered to left field, 2 RBI (0-0); M. Levant scored."
Jack Pistner,singled through the right side (0-1 F).
Adam Hicks,struck out looking (2-2 KBFBFK).
Matt Nichols,struck out swinging (1-2 KSBS).
Robert Murphy,walked (3-2 BBBKFFB).
Robert Murphy,"out at second c to 2b, caught stealing."
Brian Andersen,walked (3-1 BBBKB).
Brett Townsley,to p for P. Clementi.
Jack Burke,tripled to center field (3-2 BKFBFB).
Jack Pistner,"flied out to lf, SF, RBI (1-1 FB); J. Burke scored."
Jack Burke,grounded out to ss.
Jack Pistner,"homered to right field, RBI."
Matt Nichols,grounded into double play 2b to 1b; T. Neels out on the play.
Robert Murphy,walked.
Brendan Laqui,popped up to 2b.
Jack Burke,grounded out to ss.
Jack Pistner,walked.
Adam Hicks,pinch ran for T. Neels.
Matt Nichols,"singled through the right side, RBI; A. Hicks advanced to second; K. Clausius scored."
Robert Murphy,struck out swinging.
Brendan Laqui,grounded into double play 2b to ss to 1b; M. Nichols out on the play.
Adam Hicks,to rf.
Ryan Kunst,to p for I. Gannaway.
Tyler Hillson,to p for R. Kunst.
Bruno Spadafora,to p for T. Hillson.
Jack Burke,walked.
Jack Burke,stole second.
Jack Pistner,walked.
Matt Nichols,flied out to cf.
Vito Gallello,to p for B. Spadafora.
Robert Murphy,lined out to 3b.
Brendan Laqui,walked.
Brendan Laqui,"out at second c to 2b, caught stealing."
Jack Burke,struck out swinging.
Tex Detroyer,to p for V. Gallello.
Jack Pistner,singled up the middle.
Liam Gregory,pinch hit for T. Neels.
Liam Gregory,struck out swinging.
Matt Nichols,reached on a fielder's choice to third base; K. Clausius advanced to second; J. Pistner out at third 3b unassisted.
Robert Murphy,struck out swinging.
Adam Hicks,to rf for L. Gregory.
Dominick Balsamo,pinch hit for B. Laqui.
Dominick Balsamo,struck out swinging.
Jack Burke,popped up to 2b.
Jack Pistner,doubled to left field.
Adam Hicks,struck out swinging.
Jack Burke,struck out swinging (3-2 BSBSBS); D. Preziuso stole third.
Jack Pistner,"homered down the rf line, 2 RBI (0-2 FK); D. Preziuso scored, unearned."
Matt Nichols,struck out swinging (1-2 KBKS).
Alexey Stout,doubled to left field (2-0 BB).
Robert Murphy,"singled to third base, bunt (0-1 F); A. Stout advanced to third."
Brendan Laqui,walked (3-1 BBFBB); R. Murphy advanced to second.
Jack Burke,flied out to cf (0-1 K).
Jack Pistner,struck out swinging (2-2 KBKBS).
Matt Nichols,flied out to cf (1-1 KB).
Alexey Stout,singled through the right side (1-0 B).
Robert Murphy,grounded into double play 2b to ss to 1b (2-2 KKBFBFF); A. Stout out on the play.
Brendan Laqui,hit by pitch (3-1 BFBB).
Jack Burke,singled up the middle (2-2 KBSFFB); D. Preziuso advanced to second.
Jack Pistner,struck out swinging (2-2 KBSBFS).
Brendan Trotta,to p for Wilkie-Visci.
Matt Nichols,struck out swinging (0-2 SKS).
Alexey Stout,grounded out to ss (2-0 BB).
Robert Murphy,struck out swinging (1-2 KKBS).
Brendan Laqui,struck out looking (1-2 KFBFK).
Jack Burke,flied out to rf (0-1 S).
Jack Pistner,tripled to left center (0-0).
Adam Hicks,pinch hit for M. Nichols.
Adam Hicks,flied out to rf (1-0 B).
Adam Hicks,to cf.
Alexey Stout,doubled to left field (1-1 KB).
Robert Murphy,singled to left center (2-2 BBFF); A. Stout advanced to third.
Sean Stites,pinch ran for E. Ajewole.
Brian Andersen,pinch hit for M. Levant.
Brian Andersen,"grounded out to p, SAC (0-2 FS); S. Stites advanced to second; R. Murphy advanced to third."
Jack Burke,"walked, RBI (3-1 BBBKB); D. Preziuso advanced to second; S. Stites advanced to third; R. Murphy scored."
Jack Burke,singled to shortstop (2-2 BSFBF).
Jack Pistner,"doubled to center field, RBI (1-0 B); J. Burke scored."
Alexey Stout,struck out looking (3-2 BKBSBK).
Adam Hicks,walked (3-2 BBSFFBB).
Adam Hicks,advanced to second on a wild pitch.
Brian Andersen,popped up to ss (1-2 KKB).
Adam Hicks,"out at third c to 3b, caught stealing."
Robert Murphy,struck out swinging (3-2 BBKFBFS).
James Weedon,to p for C. Wong.
Jack Burke,singled through the left side (0-0).
Jack Pistner,walked (3-1 BBFBB); J. Burke advanced to second.
Connor Stewart,to p for J. Weedon.
Alexey Stout,flied out to rf (2-0 BB).
Adam Hicks,grounded out to 2b (0-0).
Brian Andersen,grounded out to ss (2-2 KKBB).
Robert Murphy,struck out swinging (2-2 BKSBS).
Jack Burke,flied out to cf (1-2 BKF).
Tex Detroyer,to p for E. Conte.
Jack Pistner,tripled to center field (1-0 B).
Alexey Stout,reached on a fielder's choice up the middle (2-2 KFBB); T. Neels out at second ss to 2b.
Adam Hicks,singled through the right side (1-2 KSBF); A. Stout advanced to second.
Brian Andersen,flied out to cf (0-0).
Jack Passeck,to p for T. Detroyer.
Robert Murphy,walked (3-1 BKBBB).
Robert Murphy,advanced to second on a wild pitch.
Jack Burke,doubled to right field (2-1 BKB); D. Preziuso advanced to third.
Jack Burke,advanced to third on a passed ball; D. Preziuso scored on a passed ball.
Jack Pistner,"singled to center field, RBI (2-1 BFB); J. Burke scored, unearned."
Alexey Stout,reached on a fielding error by ss (3-1 BBBK).
Adam Hicks,singled through the right side (0-2 SKF); A. Stout advanced to second.
Sean Stites,pinch ran for D. Ed.
Robert Murphy,"tripled to right field, 3 RBI (1-1 KB); S. Stites scored; A. Hicks scored; A. Stout scored, unearned."
Jack Burke,struck out swinging (1-2 BKFS).
Jack Pistner,"singled through the right side, RBI (0-1 K); D. Preziuso scored."
Alexey Stout,"singled through the left side, RBI (0-0); T. Neels advanced to second, advanced to third on the throw; J. Pistner scored, team unearned."
Alexey Stout,"stole second, failed pickoff attempt."
Adam Hicks,"singled through the left side, 2 RBI (3-2 BKSFBB); A. Stout scored, team unearned; T. Neels scored, team unearned."
Matt Nichols,pinch hit for S. Stites.
Adam Hicks,stole second.
Matt Nichols,struck out swinging (1-2 KKBS).
Brendan Laqui,to c for T. Neels.
Adam Hicks,to rf.
Matt Nichols,to cf.
Tyler Lizell,to p for A. Dadio.
Alexey Stout,grounded out to 3b (1-1 KB).
Jack Pistner,flied out to rf (0-1 F).
Jack Burke,walked (3-2 KBBFBFFFFB).
Adam Hicks,popped up to ss (0-1 F).
Robert Murphy,flied out to cf (1-2 BKS).
Will Stellato,doubled to right field; J. Burke advanced to third.
Brendan Laqui,struck out looking (0-2 KKK).
Alexey Stout,singled to shortstop (0-0).
Jack Pistner,flied out to cf.
Jack Burke,singled to third base (0-2 KK).
Adam Hicks,lined into double play cf to 1b (2-1 BFB); J. Burke out on the play.
Robert Murphy,walked (3-2 BKBKBB).
Will Stellato,flied out to cf (0-1 F).
Brendan Laqui,grounded out to 3b (3-2 KBFBB).
Alexey Stout,flied out to rf (2-1 BBF).
Zach Klein,to p for R. Wootten.
Jack Pistner,doubled to center field (1-0 B).
Jack Burke,flied out to rf (0-1 F); J. Pistner advanced to third.
Adam Hicks,"grounded out to 2b, RBI (1-0 B); J. Pistner scored."
Robert Murphy,walked (3-1 BBKBB).
Will Stellato,flied out to cf.
Liam Gregory,pinch hit for B. Laqui.
Liam Gregory,grounded out to 2b (1-2 KKB).
Ryan Kunst,to p for Z. Klein.
Vito Gallello,to p for R. Kunst.
Alexey Stout,struck out swinging (1-2 KBKS).
Jack Pistner,struck out swinging (3-2 BKKBBFFS).
Jack Burke,flied out to cf (1-1 BK).
Tyler Lizell,to p for V. Gallello.
Adam Hicks,singled to right field (1-2 BFKF).
Adam Hicks,stole second.
Robert Murphy,walked (3-2 BBBKKB).
Will Stellato,"doubled to left field, RBI (0-1 K); R. Murphy advanced to third; A. Hicks scored."
Matt Nichols,pinch ran for K. Crozier.
Alexey Stout,flied out to rf (2-1 BBK).
Jack Burke,walked (3-1 BKBBB).
Jack Burke,"advanced to second on a throwing error by p, failed pickoff attempt."
Jack Pistner,grounded out to 2b (2-2 BBFF); J. Burke advanced to third.
Adam Hicks,walked (3-1 BBBKB).
Adam Hicks,"out at second c to 1b to 2b to 1b to ss, caught stealing."
Alexey Stout,walked (3-2 FBSBFBB).
Robert Murphy,doubled down the rf line (3-2 BFBSFB); A. Stout advanced to third.
Brian Andersen,"singled through the left side, RBI (3-1 BBKB); M. Levant advanced to second; R. Murphy scored."
Jack Burke,"singled through the right side, RBI (0-2 FFF); D. Preziuso scored."
Jack Pistner,hit by pitch (1-0 B); J. Burke advanced to second.
Adam Hicks,grounded out to 2b (1-2 BFS).
Alexey Stout,reached on an error by ss (0-0).
Robert Murphy,singled through the right side (2-1 KBB); A. Stout advanced to second.
Robert Murphy,stole second; A. Stout stole third.
Brian Andersen,struck out swinging (2-2 KBSBS).
Zach Klein,to p for WilkieViscio.
Jack Burke,"homered to left center, RBI (1-1 BS)."
Jack Pistner,out at first 1b to p (0-0).
Adam Hicks,flied out to rf (1-0 B).
Matt Nichols,to rf for T. Neels.
Vito Gallello,to p for Z. Klein.
Alexey Stout,fouled out to rf (3-2 BKBBF).
Robert Murphy,singled to center field (2-2 KKFBBFF).
Robert Murphy,"out at second c to 2b, caught stealing."
Jack Pistner,to 3b.
Tex Detroyer,to p for Francesconi.
Brian Andersen,struck out swinging (2-2 BKFBFS).
Jack Burke,walked (3-2 BBKBKB).
Jack Pistner,struck out swinging (2-2 KFBB).
Ryan Kunst,to p for T. Detroyer.
Matt Nichols,struck out looking (3-2 BBSBFK).
Adam Hicks,walked (3-1 BFBBB).
Alexey Stout,reached on a fielder's choice (0-0); A. Hicks out at second 1b to ss.
Alexey Stout,stole second.
Alexey Stout,stole third.
Robert Murphy,struck out looking (2-2 SKBBK).
Connor Stewart,to p for R. Kunst.
Will Stellato,pinch hit for B. Andersen.
Will Stellato,flied out to cf (1-2 KFB).
Jack Burke,struck out swinging (2-2 FBSBS).
Brendan Laqui,to c for W. Stellato.
Jack Pistner,walked (3-1 FBBBB).
Adam Hicks,grounded out to 3b (1-1 BS); K. Crozier advanced to second; J. Pistner advanced to third.
Alexey Stout,"doubled down the 3b line, 2 RBI (1-1 SB); K. Crozier scored; J. Pistner scored."
Robert Murphy,grounded out to p (2-2 BFKB); A. Stout advanced to third.
Jack Burke,grounded out to ss (3-2 FKBBB).
Jack Pistner,grounded out to 2b (0-0).
Adam Hicks,flied out to rf (2-1 BFB).
Alexey Stout,walked (3-2 KBBSBB); K. Clausius advanced to second.
Robert Murphy,walked (3-2 BKBFBB); A. Stout advanced to second; K. Clausius advanced to third.
Brendan Laqui,"tripled to left field, 3 RBI (2-2 KBKB); R. Murphy scored; A. Stout scored; K. Clausius scored."
Jack Burke,walked (3-0 BBBB).
Jack Pistner,grounded out to 1b unassisted (0-2 FK); J. Burke advanced to second.
Bruno Spadafora,to p for I. Gannaway.
Adam Hicks,struck out swinging (2-2 KKBBS).
Alexey Stout,struck out looking (1-2 BKFK).
Robert Murphy,grounded out to 2b (2-2 KBBF).
Brendan Laqui,doubled to left field (0-0).
Jack Burke,walked (3-1 BFBBB).
Jack Pistner,lined out to 3b (0-0).
Alexey Stout,singled to center field (0-0).
Robert Murphy,walked (3-2 BBKBKB); A. Stout advanced to second.
Brendan Laqui,flied out to cf (0-1 K).
Jack Burke,to lf.
Jack Burke,grounded out to 3b (2-1 KBB).
Jack Pistner,struck out swinging (0-2 KSS).
Matt Nichols,pinch ran for E. Ajewole.
Alexey Stout,struck out swinging (2-2 KKBFBS).
Robert Murphy,"doubled to center field, RBI (1-0 B); M. Nichols scored."
Brendan Laqui,struck out swinging (2-2 BSBFS).
Jack Burke,to rf.
Matt Nichols,to cf.
Jack Passeck,to p for M. Maratea.
Jack Burke,flied out to cf (0-1 F).
Robert Murphy,singled to left center (1-2 KFBF); D. Preziuso advanced to third.
Jack Pistner,struck out swinging (0-2 KSS).
Robert Murphy,"out at first c to 2b to 1b, picked off, caught stealing; D. Preziuso scored."
Adam Hicks,flied out to cf (0-0).
Alexey Stout,struck out looking (0-2 FSK).
Will Stellato,"homered to right field, RBI (1-1 BF)."
Brendan Laqui,struck out swinging (2-2 KBBFFS).
Robert Murphy,singled to left center (2-2 BKFFB).
Jack Pistner,reached on a fielder's choice to second base (1-2 FFFB); R. Murphy out at second 2b to ss.
Adam Hicks,flied out to rf (0-0).
Alexey Stout,reached on a fielding error by ss (2-2 KBFB); E. Ajewole advanced to second.
Alexey Stout,stole second; E. Ajewole stole third.
Will Stellato,"flied out to cf, SF, RBI (1-2 FBS); E. Ajewole scored, unearned."
Brendan Laqui,grounded out to ss (0-0).
Robert Murphy,"singled to third base, bunt (1-1 KB); D. Preziuso advanced to second."
Robert Murphy,"advanced to second; D. Preziuso out at third p to 1b to 3b, caught stealing."
Jack Pistner,grounded out to ss (0-1 K).
Adam Hicks,struck out swinging (2-2 KBBKS).
Alexey Stout,walked (3-2 BKBSBB).
Will Stellato,walked (3-2 BBKBFB); A. Stout advanced to second.
Brendan Laqui,walked (3-1 BBKBB).
Brendan Laqui,"stole second, failed pickoff attempt."
Robert Murphy,struck out swinging (2-2 KBBKS).
Jack Pistner,"reached on a throwing error by 2b, out at second c to ss (0-1 K)."
Adam Hicks,grounded out to p (3-1 FBBB).
Alexey Stout,walked (3-2 BBKKBFB).
Will Stellato,singled to center field (1-1 SB); A. Stout advanced to second.
Brendan Laqui,struck out looking (0-2 KKK).
Tyler Lizell,to p for WilkieViscio.
Robert Murphy,"singled to third base, bunt (0-0)."
Robert Murphy,advanced to second on a wild pitch.
Jack Pistner,struck out swinging (3-2 KKBBBK).
Adam Hicks,walked (3-2 BBKFFBB).
Alexey Stout,reached on a fielder's choice to third base (2-1 BBK); A. Hicks out at second 3b to 2b; R. Murphy advanced to third.
Matt Nichols,to cf for W. Stellato.
Robert Murphy,walked (3-2 KBKBBB); D. Preziuso advanced to second.
Jack Pistner,flied out to lf (0-1 K).
Will Stellato,grounded into double play ss to 2b to 1b (0-2 KK); R. Murphy out on the play.
Alexey Stout,struck out looking (2-2 FFFBBK).
Brian Andersen,flied out to rf (3-2 BKKBB).
Robert Murphy,walked (3-1 BBBKB); D. Preziuso advanced to second.
Jack Pistner,struck out swinging (1-2 KKBS).
Will Stellato,struck out looking (0-2 FK).
Alexey Stout,flied out to cf (2-2 KBSFB).
Jack Pistner,to 3b.
Brian Andersen,walked (3-1 BBBKB).
Sean Stites,pinch ran for K. Crozier.
Robert Murphy,grounded out to 1b unassisted (0-2 KK); S. Stites advanced to second; B. Andersen advanced to third.
Jack Pistner,struck out swinging (3-2 BKBFBS).
Zach Klein,to p for B. Trotta.
Sean Stites,to 1b for K. Crozier.
Will Stellato,doubled down the lf line (0-0).
Alexey Stout,"flied out to lf, SF, RBI (3-1 BBBK); W. Stellato scored."
Brendan Laqui,pinch ran for K. Clausius.
Brian Andersen,grounded out to 3b (1-1 KB).
Robert Murphy,flied out to rf (0-0).
Jack Pistner,struck out looking (1-2 BKKK).
Jack Pistner,to 1b.
Ryan Wootten,to p for Z. Klein.
Brendan Laqui,to dh.
Alexey Stout,to 3b.
Tex Detroyer,to p for R. Wootten.
Will Stellato,popped up to 2b.
Matt Nichols,pinch hit for T. Neels.
Matt Nichols,struck out swinging (0-2 SSS).
Alexey Stout,flied out to lf.
Matt Nichols,to rf.
Tyler Lizell,to p for T. Detroyer.
Brendan Laqui,flied out to rf (0-0).
Brian Andersen,walked (3-0 BBBB).
Adam Hicks,pinch hit for M. Kim.
Adam Hicks,singled through the left side (0-0); B. Andersen advanced to second.
Robert Murphy,struck out swinging (1-2 KBSS).
Jack Burke,walked (3-1 BBBKB).
Adam Hicks,walked (3-1 BKBBB); J. Burke advanced to second.
Jack Pistner,struck out swinging (0-2 FFS).
Will Stellato,"singled through the right side, out at second rf to 3b to 2b, RBI (1-0 B); A. Hicks advanced to third; J. Burke scored."
Michael Fischetti,flied out to rf (2-0 BB).
Matthew Vivona,walked (3-1 BBBKB).
Alexey Stout,flied out to cf (0-1 S).
Brendan Laqui,walked (3-2 BBKBFB); M. Vivona advanced to second.
Robert Murphy,walked (3-0 BBBB); B. Laqui advanced to second; M. Vivona advanced to third.
Jack Burke,"reached on a fielder's choice to second base, RBI (1-0 B); R. Murphy out at second 2b to ss; B. Laqui advanced to third; M. Vivona scored."
Adam Hicks,grounded out to 3b (0-0).
Jack Pistner,grounded out to p (1-1 BK).
Will Stellato,grounded out to 3b (0-1 K).
Michael Fischetti,grounded out to 2b (2-0 BB).
Matthew Vivona,struck out swinging (2-2 KBFBS).
Alexey Stout,grounded out to 3b (3-2 BBKSB).
Brendan Laqui,lined out to 1b (0-1 K).
Robert Murphy,hit by pitch (2-2 BKBKF).
Jack Burke,singled up the middle (2-1 BKB); R. Murphy advanced to second.
Adam Hicks,reached on a fielder's choice to pitcher (1-0 B); J. Burke advanced to second; R. Murphy out at third p to 3b.
Jack Pistner,walked (3-2 BBSFBB); A. Hicks advanced to second; J. Burke advanced to third.
Will Stellato,"walked, RBI (3-1 BBBKB); J. Pistner advanced to second; A. Hicks advanced to third; J. Burke scored."
Michael Fischetti,"singled through the right side, 2 RBI (0-1 S); W. Stellato advanced to second; J. Pistner scored; A. Hicks scored."
Henry Smith,pinch ran for M. Fischetti.
Matthew Vivona,lined out to 1b (1-0 B).
Alexey Stout,reached on a fielder's choice to third base (3-1 BBBK); H. Smith advanced to second; W. Stellato out at third 3b unassisted.
Zach Klein,to p for WilkieViscio.
Brendan Laqui,walked (3-2 KBFBFBB).
Robert Murphy,"grounded out to p, SAC (0-0); B. Laqui advanced to second."
Jack Burke,walked (3-1 BBBKB); B. Laqui advanced to third on a wild pitch.
Adam Hicks,"grounded out to p, SAC, RBI (0-0); J. Burke advanced to second; B. Laqui scored."
Jack Burke,"stole third, scored on a throwing error by c."
Jack Pistner,doubled to right field (2-2 BBKF).
Will Stellato,"singled to left field, RBI (0-0); J. Pistner scored."
Will Roche,pinch hit for H. Smith.
Will Roche,"tripled to right field, RBI (2-2 BBKF); W. Stellato scored."
Matthew Vivona,"reached on a throwing error by ss (1-2 FBK); W. Roche scored, unearned."
Alexey Stout,"tripled to right field, RBI (1-1 FB); M. Vivona scored, unearned."
Brendan Laqui,struck out swinging (2-2 BKBSS).
Matt Nichols,to lf for J. Burke.
Jack Burke,grounded out to ss (3-1 BBBK).
Adam Hicks,hit by pitch (1-0 B).
Jack Pistner,walked (3-2 BFBFBB); A. Hicks advanced to second.
Will Stellato,"doubled to right center, RBI (0-0); J. Pistner advanced to third; A. Hicks scored."
Michael Fischetti,"grounded out to ss up the middle, RBI (2-0 BB); W. Stellato advanced to third; J. Pistner scored."
Matthew Vivona,"doubled down the lf line, RBI (0-0); W. Stellato scored."
Andrew McGowan,struck out swinging (0-2 KSS).
Brian Andersen,singled to right field (1-2 KBF).
Robert Murphy,flied out to cf (0-1 F).
Brian Andersen,"out at second c to ss, caught stealing."
Jack Burke,doubled to right field (2-0 BB).
Adam Hicks,"singled to left field, RBI (2-0 BB); J. Burke scored."
Jack Pistner,flied out to cf (0-0).
Will Stellato,walked (3-0 BBBB).
Will Stellato,stole second.
Michael Fischetti,hit by pitch (2-2 SBSB).
Matthew Vivona,"singled to right field, RBI, out at second rf to 3b to 2b (1-2 KKB); M. Fischetti advanced to third; W. Stellato scored."
Andrew McGowan,walked (3-1 BBFBB).
Andrew McGowan,advanced to second on a wild pitch; M. Fischetti scored on a wild pitch.
Brian Andersen,walked (3-1 BBKBB).
Robert Murphy,singled to shortstop (3-2 BBBKF); B. Andersen advanced to second; A. McGowan advanced to third.
Jack Burke,"walked, RBI (3-2 BBKBFFB); R. Murphy advanced to second; B. Andersen advanced to third; A. McGowan scored."
Adam Hicks,"singled to center field, RBI (0-2 KK); J. Burke advanced to second; R. Murphy advanced to third; B. Andersen scored."
Jack Pistner,struck out swinging (3-2 KBBKBS).
Will Stellato,struck out swinging (1-2 KBKS).
Michael Fischetti,walked (3-1 BBBKB).
Matthew Vivona,grounded out to ss (2-1 BKB); M. Fischetti advanced to second.
Andrew McGowan,"singled to third base (0-0); M. Fischetti advanced to third, scored on a throwing error by 3b."
Brian Andersen,walked (3-1 BKBBB); A. McGowan advanced to second.
Robert Murphy,walked (3-1 KBBBB); B. Andersen advanced to second; A. McGowan advanced to third.
Jack Burke,"reached on a fielder's choice to shortstop, RBI (0-1 K); R. Murphy out at second ss to 2b; B. Andersen advanced to third; A. McGowan scored."
Adam Hicks,"singled to right field, RBI (1-1 KB); J. Burke advanced to third; B. Andersen scored."
Jack Pistner,walked (3-2 KBBBKB); A. Hicks advanced to second.
Will Stellato,flied out to rf (0-0).
Matt Nichols,to lf for J. Burke.
Dominick Balsamo,pinch hit for M. Fischetti.
Dominick Balsamo,struck out swinging (2-2 BBKKFFS).
Matthew Vivona,grounded out to 3b (1-1 BK).
Andrew McGowan,struck out swinging (2-2 KSBBS).
Jack Amirata,pinch hit for B. Andersen.
Jack Amirata,reached on a throwing error by ss (1-0 B).
Jack Amirata,advanced to second on a wild pitch.
Robert Murphy,lined out to 1b (1-1 KB).
Matt Nichols,grounded out to ss (0-0).
Tom Chanis,to c for J. Pistner.
David Ruckman,to rf for J. Amirata.
Jack Burke,hit by pitch.
Jack Burke,advanced to second on a wild pitch.
Adam Hicks,singled; J. Burke advanced to third.
Jack Pistner,"flied out to rf, SF, RBI; A. Hicks advanced to second; J. Burke scored."
Will Stellato,singled; A. Hicks advanced to third.
Adam Hicks,"scored on a passed ball, unearned."
Michael Fischetti,walked; W. Stellato advanced to second.
Will Stellato,"out at third p to 2b to 3b, caught stealing."
Matthew Vivona,lined out to rf.
Alexey Stout,singled.
Alexey Stout,advanced to second on a passed ball.
Brendan Laqui,struck out looking.
Robert Murphy,walked.
Jack Burke,walked; R. Murphy advanced to second; A. Stout advanced to third.
Adam Hicks,"walked, RBI; J. Burke advanced to second; R. Murphy advanced to third; A. Stout scored."
Jack Pistner,struck out.
Will Stellato,"hit by pitch, RBI; A. Hicks advanced to second; J. Burke advanced to third; R. Murphy scored."
Michael Fischetti,struck out swinging.
Ryan Wootten,to p for B. Trotta.
Matthew Vivona,walked.
Alexey Stout,walked; M. Vivona advanced to second.
Matthew Vivona,stole third.
Brendan Laqui,"reached on a throwing error by c, SAC, RBI; A. Stout advanced to second, advanced to third on the throw; M. Vivona scored."
Brendan Laqui,stole second.
Robert Murphy,walked.
Robert Murphy,advanced to second; B. Laqui advanced to third; A. Stout scored on a passed ball.
Jack Burke,"doubled, 2 RBI; R. Murphy scored; B. Laqui scored, unearned."
Adam Hicks,struck out looking.
Jack Pistner,grounded out to 1b unassisted; J. Burke advanced to third.
Will Stellato,walked.
Will Stellato,"advanced to second on a balk; J. Burke scored on a balk, unearned."
Michael Fischetti,popped up to ss.
Matthew Vivona,walked.
Alexey Stout,flied out to rf.
Matthew Vivona,advanced to second on a passed ball.
Brendan Laqui,walked.
Robert Murphy,walked; B. Laqui advanced to second; M. Vivona advanced to third.
Jack Burke,reached on a fielder's choice; R. Murphy advanced to second; B. Laqui advanced to third; M. Vivona out at home 3b to c.
Adam Hicks,"walked, RBI; J. Burke advanced to second; R. Murphy advanced to third; B. Laqui scored."
Jack Pistner,lined out to cf.
Connor Stewart,to p for R. Wootten.
Will Stellato,grounded out to ss.
Michael Fischetti,struck out swinging.
Matthew Vivona,struck out swinging.
Alexey Stout,walked.
Alexey Stout,stole second.
Brendan Laqui,grounded out to 1b unassisted; A. Stout advanced to third.
Robert Murphy,walked.
Jack Burke,"doubled, RBI (1-1 FB); R. Murphy advanced to third; A. Stout scored."
Adam Hicks,lined out to ss (1-2 SBS).
Jack Burke,advanced to third on a balk; R. Murphy scored on a balk.
Jack Pistner,"singled, RBI (0-1 S); J. Burke scored."
Jack Pistner,stole second.
Will Stellato,walked.
Michael Fischetti,grounded out to 2b.
Matthew Vivona,flied out to cf.
Alexey Stout,walked.
Brendan Laqui,fouled out to rf.
Alexey Stout,"out at second c to 2b, caught stealing."
Robert Murphy,flied out to cf.
Jack Burke,hit by pitch.
Adam Hicks,reached on a fielder's choice; J. Burke out at second ss to 2b.
Jack Pistner,popped up to cf.
Ethan Mitnick,to p for C. Stewart.
Will Stellato,singled.
Michael Fischetti,grounded out to p; W. Stellato advanced to second.
Matthew Vivona,"singled; W. Stellato advanced to third, out at home cf to c."
Alexey Stout,struck out looking.
Tyler Lizell,to p for E. Mitnick.
Matt Nichols,to lf for J. Burke.
Jack Burke,walked.
Adam Hicks,reached on a fielder's choice; J. Burke out at second ss to 2b.
Jack Pistner,flied out to lf.
Will Stellato,lined out to rf.
Alexey Stout,singled to left field.
Matthew Vivona,singled to shortstop; A. Stout advanced to second.
Matt Nichols,popped up to 1b.
Brendan Laqui,walked; M. Vivona advanced to second; A. Stout advanced to third.
Robert Murphy,grounded into double play 2b to ss to 1b; B. Laqui out on the play.
Jack Burke,singled to center field.
Adam Hicks,singled to center field; J. Burke advanced to second.
Jack Burke,stole third.
Jack Pistner,popped up to ss.
Adam Hicks,advanced to second on a wild pitch; J. Burke scored on a wild pitch.
Will Stellato,flied out to cf.
Alexey Stout,struck out looking.
Matthew Vivona,doubled to center field.
Matt Nichols,"grounded out to p, SAC; M. Vivona advanced to third."
Brendan Laqui,"reached on an error by rf, SF, out at second rf to ss, RBI; M. Vivona scored."
Robert Murphy,flied out to cf.
Jack Burke,hit by pitch.
Adam Hicks,grounded into double play ss to 1b; J. Burke out on the play.
Jack Pistner,flied out to lf.
Will Stellato,hit by pitch.
Alexey Stout,singled to left field; W. Stellato advanced to second.
Matthew Vivona,"singled to right field, RBI; A. Stout advanced to third; W. Stellato scored."
Michael Fischetti,to lf for M. Nichols.
Michael Fischetti,"flied out to lf, SF, RBI; A. Stout scored."
Matthew Vivona,stole second.
Brendan Laqui,flied out to cf.
Robert Murphy,grounded out to ss.
David Ruckman,to lf for M. Fischetti.
Jack Burke,singled to right field.
Adam Hicks,"grounded out to c, SAC; J. Burke advanced to second."
Jack Pistner,flied out to cf; J. Burke advanced to third.
Will Stellato,hit by pitch.
Will Stellato,advanced to second on a wild pitch; J. Burke scored on a wild pitch.
Alexey Stout,flied out to cf.
Matthew Vivona,popped up to ss.
David Ruckman,flied out to cf.
